video_id,comment_id,text,like_count_x,published_at,reply_count,word_count,text_clean,title,channel,view_count,like_count_y,wc,aspect,sentiment,intent
22cShlkDEUE,UgxZflxwj2M50f_my_94AaABAg,"The most ugly foldable I have ever seen along with xiaomi 18 fold, trigger my rage with that asymmetry everytime and whats with that corner big camera hole😂 and also only inner with matte screen wtf with inconsistent apple nowadays. Ui also weird with sidebar lol. And those overrated animation only flawless in home screen lol",1,2026-09-12T10:43:24Z,0,56,"the most ugly foldable i have ever seen along with xiaomi 18 fold, trigger my rage with that asymmetry everytime and whats with that corner big camera hole and also only inner with matte screen wtf with inconsistent apple nowadays. ui also weird with sidebar lol. and those overrated animation only flawless in home screen lol",5 Reasons the Samsung Z Fold 8 Crushes the iPhone Duo!,Average Dad,36578,864,56,foldable_design,negative,not_buying
VNzl-q0EGfg,Ugw-XhibhzPBy8K1Iwh4AaABAg,I can&#39;t imagine Apple allowing anyone but Joanna to put a hotdog on their iPhone Duo.,0,2026-09-10T20:45:29Z,0,16,i can't imagine apple allowing anyone but joanna to put a hotdog on their iPhone Duo.,I Tested Apple's New FOLDABLE iPhone Duo,Joanna Stern,555070,10857,16,SKIPPED,SKIPPED,SKIPPED
CEgynoERrqc,UgwvquhtEkaUXKgVCaB4AaABAg,I&#39;ll always admit that this technology is cool but the price is beyond ridiculous. I just cannot imagine myself walking around with such an expensive phone in my pocket. It&#39;s a device that you need to get insured or you just need to have a crazy amount of disposable income.,5,2026-09-10T07:56:42Z,3,50,i'll always admit that this technology is cool but the price is beyond ridiculous. i just cannot imagine myself walking around with such an expensive phone in my pocket. it's a device that you need to get insured or you just need to have a crazy amount of disposable income.,iPhone Duo Impressions - They NAILED This,Dave2D,1583371,30481,50,price,negative,not_buying
IuBeUaifH4U,Ugw8BbQbOYmQ45kcpr54AaABAg,iPhone battery backup ekkuvuga vachayala cheyyacha andi,0,2026-09-12T10:38:30Z,0,7,iphone battery backup ekkuvuga vachayala cheyyacha andi,iPhone 18 Pro Max & iPhone Duo in Telugu | గుండెపోటు పక్క,Tharun Telugu Tech,52448,775,7,SKIPPED,SKIPPED,SKIPPED
PCkZ5pfo-pI,UgxBK3JNFnl3pcRCOWh4AaABAg,Go for Silicon Carbon battery technology and bring down weight by 75 grams at least,0,2026-09-10T21:18:06Z,0,15,go for silicon carbon battery technology and bring down weight by 75 grams at least,iPhone 18 Pro Max - Watch BEFORE You Buy!,SuperSaf,658916,4461,15,battery,negative,unknown
LVVTKjqvR88,Ugys-wDHJmcpK5Wu37F4AaABAg,I don&#39;t think it&#39;s so much  faster. <br>The only real world scenario where we will see that is that some high end games will not drop the frames after 15 minutes of playing,2,2026-09-09T19:44:59Z,2,33,i don't think it's so much faster. the only real world scenario where we will see that is that some high end games will not drop the frames after 15 minutes of playing,"iPhone 18 Pro, Pro Max, & Duo Honest Reactions",Nick Ackerman,136711,887,33,performance,negative,unknown
BMWXCpU1A6A,UgzH3FBRCDsKKKMvKL54AaABAg,"I&#39;m no iPhone user nor fan, never owned an apple product. But this release of the iphone gives you many things to be happy and excited about, and the push to buy the new really upgraded phone. Unlike Samsung that&#39;s mostly been removing hardware and features every year. All the things that made Samsung &quot;special&quot; are gone. Nothing to be excited for. Just look at the leaked &quot;upgrades&quot; for the S27Ultra. Untill now, what&#39;s class leading and innovative about that phone?",0,2026-09-10T23:33:38Z,0,81,"i'm no iphone user nor fan, never owned an apple product. but this release of the iphone gives you many things to be happy and excited about, and the push to buy the new really upgraded phone. unlike samsung that's mostly been removing hardware and features every year. all the things that made samsung ""special"" are gone. nothing to be excited for. just look at the leaked ""upgrades"" for the s27ultra. untill now, what's class leading and innovative about that phone?",iPhone 18 Pro Max vs Samsung Galaxy S26 Ultra - Did NOT Expect This.,XEETECHCARE,159368,1150,81,comparison_samsung,positive,considering
6IOOxlyl2JI,Ugy1xlaXt39_ljWClxB4AaABAg,Are u sure you will can deliver Apple DUO on 18th September.,0,2026-09-12T05:43:09Z,0,12,are u sure you will can deliver apple duo on 18th september.,iPhone 18 Pro Max Price in Dubai 🇦🇪 | iPhone Duo First Foldable Price Revealed! | IPhone Price Dubai,Dxb Vlogs,114368,537,12,none / general,neutral,buy
o91cibE-MYc,UgxEBiA9TULqeKyBFKN4AaABAg,It&#39;s made by Samsung. The crease will begin to appear after a few weeks( i have a Fold 8),0,2026-09-10T22:00:41Z,0,19,it's made by samsung. the crease will begin to appear after a few weeks( i have a fold 8),First impressions of the foldable iPhone Duo — Apple's biggest iPhone redesign ever,CNBC Television,242696,1009,19,durability,negative,unknown
fBYusyB43z4,UgwkjmhrBNonseBiMEd4AaABAg,"We are likely going from 15 base to the 18 pro or pro max. 80% discounted carrier upgrades to the pro and 75% on pro max. I was kind of on the fence on whether we should wait, but my bluetooth doesn&#39;t work half the time, and being that I used it for carplay on one vehicle and it&#39;s my literal car key on my other, it just doesn&#39;t feel like waiting another 6+ months makes sense. Trying to decide if I just replace mine, or if the whole family gets upgrades, but that puts the family on a different upgrade cycle than I am on at that point. If the rest of the family waits 6 months they all get free upgrades (unless the carrier changes something, but its been close to a decade they have run this &quot;promo&quot;).",0,2026-09-11T15:29:38Z,1,140,"we are likely going from 15 base to the 18 pro or pro max. 80% discounted carrier upgrades to the pro and 75% on pro max. i was kind of on the fence on whether we should wait, but my bluetooth doesn't work half the time, and being that i used it for carplay on one vehicle and it's my literal car key on my other, it just doesn't feel like waiting another 6+ months makes sense. trying to decide if i just replace mine, or if the whole family gets upgrades, but that puts the family on a different upgrade cycle than i am on at that point. if the rest of the family waits 6 months they all get free upgrades (unless the carrier changes something, but its been close to a decade they have run this ""promo"").",iPhone 18 Pro Max / iPhone Duo: DON'T WASTE YOUR MONEY!,Alex Gear & Tech,191934,3003,140,upgrade,neutral,considering
xEeWqPmo4H4,UgzsMly_g3ImmjtXXeF4AaABAg,"Für mich kommt so ein Falthandy nicht in Frage, denn dann müsste ich schon alleine wegen dem Preis, das Telefon aufklappen und dafür bin ich einfach zu faul. Für andere scheint es gut zu sein.",2,2026-09-13T10:08:23Z,0,35,"für mich kommt so ein falthandy nicht in frage, denn dann müsste ich schon alleine wegen dem preis, das telefon aufklappen und dafür bin ich einfach zu faul. für andere scheint es gut zu sein.",Ich hab' das iPhone Duo ausprobiert...,Alex,227627,8782,35,SKIPPED,SKIPPED,SKIPPED
1tf9At4daiU,UgxbgyhovXGoTDrMCP94AaABAg,No one is crying. Bewakoof,0,2026-09-11T12:07:28Z,0,5,no one is crying. bewakoof,iPhone Duo Vs Samsung Z Fold 8,Utpal Pandey,120490,1739,5,SKIPPED,SKIPPED,SKIPPED
xdCruGl8ORU,UgwR6W5iad8Piqt7cwR4AaABAg,I knew my boy was going to be the first to give me the break down,19,2026-09-09T19:00:17Z,0,16,i knew my boy was going to be the first to give me the break down,iPhone Duo - First Look & Hands-On!,Brian Tong,1252107,14423,16,SKIPPED,SKIPPED,SKIPPED
OVtcgqufnHc,Ugzmu1slIVBJl96LWsh4AaABAg,"I know its a samsung fold with the apple logo on it, but I like it",0,2026-09-12T01:36:27Z,0,16,"i know its a Galaxy Z Fold 6 with the apple logo on it, but i like it",Apple's Official iPhone Duo Cases: Are They Worth It?,AppleInsider,956178,5301,18,comparison_samsung,positive,unknown
-2w8N4oll2I,Ugz6x2nmmoZHddsrRFB4AaABAg,I’m definitely gonna get this 💯😎,1,2026-09-10T17:04:30Z,0,6,i’m definitely gonna get this,iPhone Duo | iPhone 18 Pro Max - Everything NEW!,Hayls World,1376784,11984,5,none / general,positive,buy
0tByRTONOrA,UgyxKBdoaQXHNtu3ADl4AaABAg,Custom rom ka videos upload karo,0,2026-09-10T09:22:00Z,0,6,custom rom ka videos upload karo,Apple iPhone 18 Pro & iPhone Duo Price #shorts,Gyan Therapy,1489849,61199,6,SKIPPED,SKIPPED,SKIPPED
lEHul6vEhnI,UgyrzzSHQHqqrE2qAht4AaABAg,I like the duo but I can&#39;t stand the outer display asymmetrical design. Volume button placement seems odd but I&#39;ll use it in person and see how that. I also don&#39;t like the placement of the dock and things on the duo. I&#39;m left handed and I can&#39;t imagine using this thing right handed.,0,2026-09-10T10:29:40Z,0,54,i like the duo but i can't stand the outer display asymmetrical design. volume button placement seems odd but i'll use it in person and see how that. i also don't like the placement of the dock and things on the duo. i'm left handed and i can't imagine using this thing right handed.,iPhone Duo IS HERE! And I Don't Hate It!,TechOdyssey,87078,848,54,none / general,positive,buy
kb8yuvdbbq8,Ugy5BhWYC5-IaOpBEC94AaABAg,Apple having a fold paves the way for folds to become more mainstream and affordable over time,13,2026-09-12T15:17:05Z,2,17,apple having a fold paves the way for folds to become more mainstream and affordable over time,iPhone Duo vs Z Fold 8 // Just Stop It!,TechOdyssey,40486,1008,17,foldable_design,negative,considering
XRKjMvfYV0o,Ugwr_3Wy0nkjhXM9Zyt4AaABAg,I&#39;m still in shock at how smooth the opening animation is,1,2026-09-10T08:30:37Z,0,11,i'm still in shock at how smooth the opening animation is,iPhone Duo Hands-On - What You NEED to Know!,The Tech Chap,1269878,8878,11,foldable_design,positive,unknown
cinC9VfLKYk,UgzwaWKRfiO7_BucNE94AaABAg,"Where in the devil is the new Apple TV 4K? The 18s are just more of the same IMO, with some improvements in camera and such. Same for the new Apple Watches and the AirPods 5...underwhelming in my opinion. And the Duo? I believe its made of that new material, unobtainium. I certainly can&#39;t afford it, nor am I sure I want to. I&#39;ll wait and see what the Air 2.0 holds in the Spring of &#39;27. Disappointed to say the least.",2,2026-09-10T19:10:22Z,1,82,"where in the devil is the new apple tv 4k? the 18s are just more of the same imo, with some improvements in camera and such. same for the new apple watches and the airpods 5.underwhelming in my opinion. and the duo? i believe its made of that new material, unobtainium. i certainly can't afford it, nor am i sure i want to. i'll wait and see what the air 2.0 holds in the spring of '27. disappointed to say the least.",iPhone Duo - We Need to Talk,Mark Ellis Reviews,102007,2388,82,price,negative,not_buying
TJ-NarZp7U0,UgzbOgRvtfF1txUu8Gp4AaABAg,Has a crease… no go,8,2026-09-10T02:26:40Z,0,5,has a crease… no go,iPhone Duo Hands-On: I’m VERY Impressed,MacRumors,1138176,8922,5,display,negative,not_buying
j_jj807W71I,UgzckHwRvgKRzJkkR4F4AaABAg,"Really liked the review. It feels very honest, unbiased, and genuine. Really appreciate the way you covered both the pros and cons. Keep up the good work. 👍👏",0,2026-09-10T06:12:28Z,0,28,"really liked the review. it feels very honest, unbiased, and genuine. really appreciate the way you covered both the pros and cons. keep up the good work.",iPhone 18 Pro & iPhone Duo - Apple Tried to Fix This !,Gyan Therapy,943254,15274,27,none / general,positive,unknown
SHelsHvThtw,UgxMxiyU-S8izLL1C8V4AaABAg,"Can the Apple Duo have custom UI like this audio player interface on the Fold 8? <a href=""https://www.youtube.com/watch?v=bnhJ8dsdKzs"">https://youtu.be/bnhJ8dsdKzs</a>",0,2026-09-10T13:47:05Z,0,18,can the apple duo have custom ui like this audio player interface on the fold 8?,EVERY WAY the Z Fold 8 is BETTER than the iPhone Duo!,Tech with Benefits,163539,2978,16,multitasking,neutral,unknown
GxNekPBs6nQ,Ugxa8qCofKFuoS29fVR4AaABAg,"Sorry, aber nach nicht mal 3 vollen Tagen kann man doch nicht von einem &quot;Ausführlichen&quot; Vergleich sprechen",11,2026-09-12T10:04:47Z,1,17,"sorry, aber nach nicht mal 3 vollen tagen kann man doch nicht von einem ""ausführlichen"" vergleich sprechen",Eindeutiger Sieger! iPhone Duo vs Galaxy Z Fold 8,TECHSOME,15625,250,17,SKIPPED,SKIPPED,SKIPPED
Hv6yj-DGUIE,Ugy_0sCuFYSAX8mFtBV4AaABAg,Nalla adiga bro avan ah,0,2026-09-13T05:41:59Z,0,5,nalla adiga bro avan ah,iPhone 18 Pro & iPhone Duo - ⚡️ இது நமக்கு தேவையா ?? 🔥,Tamil Tech - MrTT,684078,9033,5,SKIPPED,SKIPPED,SKIPPED
8xTyh6Y_3Ww,UgydzytO8PG-6LRLhKB4AaABAg,"iPhone 18 Pro price 1,64,990 ₹😮<br>iPhone 18 Pro Max price 1,79,900.₹😮<br>iphone Duo price 2,99,900 ₹😮<br><br>The price hike upto 30k <br>iPhone 17 ka price bhi 17k hike 😅",9,2026-09-10T02:56:41Z,0,27,"iPhone 18 Pro price 1,64,990 ₹ iPhone 18 Pro Max price 1,79,900.₹ iPhone Duo price 2,99,900 ₹ the price hike upto 30k iphone 17 ka price bhi 17k hike",iPhone Duo & iPhone 18 Pro Max Hands On & First Look ⚡ The Future Of iPhones!,Trakin Tech,3358162,26236,29,price,negative,unknown
ut5LDt9jo2Q,UgzU5bj0KLPmjRxct_V4AaABAg,The iPhone Duo is cool But I will stick With My Awesome Galaxy Z Fold 8 Which does A Lot More and the Camera Pics and Video Looks more natural and better on the Z Fold 8 and it has face Unlock and up to 3 apps open on the main screen and a forth floating app and talk about Fast the Z Fold 8 is Really fast doing anything !!!!,14,2026-09-10T15:48:07Z,0,71,the iPhone Duo is cool but i will stick with my awesome galaxy z fold 8 which does a lot more and the camera pics and video looks more natural and better on the z fold 8 and it has face unlock and up to 3 apps open on the main screen and a forth floating app and talk about fast the z fold 8 is really fast doing anything !,iPhone Duo: Does It Have What It Takes?,Mark's Tech,55682,689,71,comparison_samsung,negative,not_buying
Z7IluOTfpRk,UgyW3jVBOmYNow4cbft4AaABAg,iPhone duo ka video banaa bhai,0,2026-09-13T04:20:28Z,0,6,iPhone Duo ka video banaa bhai,Ye Naya iPhone Hain Camera Monster 😮 ft. iPhone 18 Pro Max ⚡️ #TrakinShorts #Shorts,Trakin Shorts,1075236,29451,6,SKIPPED,SKIPPED,SKIPPED
7xKXg0mmXHc,UgwndyAk7rW-tPhrm4l4AaABAg,I really don&#39;t know which one to get 😭😭😭 I want the Duo SO MUCH but I also NEED a zoom camera... Why Apple?????,4,2026-09-11T01:09:28Z,2,24,i really don't know which one to get i want the duo so much but i also need a zoom camera. why apple?,iPhone 18 Pro | Pro Max HANDS-ON - Here's the Problem...,The Tech Chap,1133793,7968,23,camera,negative,considering
5pV3D14y1FQ,UgwsH9V1pyO86t0KRgl4AaABAg,Samsung had the variable aperture back in 2018 in the Galaxy S9.,76,2026-09-10T08:14:25Z,12,12,samsung had the variable aperture back in 2018 in the galaxy s9.,iPhone Duo/18 Pro Hands On - I wasn’t ready,Mrwhosetheboss,11503721,131416,12,comparison_samsung,negative,unknown
Zt-fS0DH8BQ,UgziPIqrh5FOcJFPAY14AaABAg,Which one has biggest image camera sensor ?,0,2026-09-10T20:06:04Z,0,8,which one has biggest image camera sensor ?,iPhone 18 Pro & Duo: A Photographer's Reaction,Tyler Stalman,521951,6481,8,camera,neutral,unknown
02KQtlid_Kc,UgwHxRoETHaGsrS6dYV4AaABAg,New video again?? Super!!!! Thank you Tommy❤❤,5,2026-09-10T16:06:01Z,0,7,new video again?? super! thank you tommy,"Unboxing $7,300 Apple Mystery Box.. IPHONE DUO INSIDE!?!?",XtremeGamez,35224,591,7,SKIPPED,SKIPPED,SKIPPED
_oASntPom50,Ugw5MevGxpAxwlI80KZ4AaABAg,"iAmyash45 <br>Bhai, i just found a channel and ye banda aapki Puri Puri video utha ke youtube pe dal rha hai",0,2026-09-05T20:38:01Z,0,21,"iamyash45 bhai, i just found a channel and ye banda aapki puri puri video utha ke youtube pe dal rha hai",Apple iPhone 18 Series - Biggest Upgrades Ever 🤯,Next Univerz,898577,9545,21,SKIPPED,SKIPPED,SKIPPED
WaR_u4x2diY,UgzSn1L24gQWWE5LCBN4AaABAg,"Ente nokia n8 ll undarnn ee feature, variable aperture",0,2026-09-12T11:37:03Z,0,9,"ente nokia n8 ll undarnn ee feature, variable aperture",iPhone 18 Pro and iPhone Duo - Apple ഞെട്ടിച്ചു | Malayalam,Mr Perfect Tech,518125,4650,9,SKIPPED,SKIPPED,SKIPPED
dik6v1Pj6PA,Ugwjrpj4U181w_GpnXV4AaABAg,I got VIVO X fold 3 @ 57000Rs😂❤❤❤❤❤❤,1,2026-09-10T16:58:08Z,0,8,i got vivo x fold 3 @ 57000rs,iPhone 18 pro max - Breakdown 🤯,HFV Unbox,18859,476,8,SKIPPED,SKIPPED,SKIPPED
9jZAfPNNk1Q,UgxEkYf4tdQcksQfJjx4AaABAg,sa mga iyakin. hindi kayo ang market neto...porke wala kayong pambili eh kung ano ano rason nyo... wag nyo ipilit kung bibili kayo neto tas wala naman kayong emergency cash...at wag kayo bumili kung hindi nyo naman pala kayang..i-cash...bibili ako neto pero yung 256gig ..since i still have my iphone 17 promax paid in cash..,0,2026-09-12T13:10:28Z,0,55,sa mga iyakin. hindi kayo ang market neto.porke wala kayong pambili eh kung ano ano rason nyo. wag nyo ipilit kung bibili kayo neto tas wala naman kayong emergency cash.at wag kayo bumili kung hindi nyo naman pala kayang..i-cash.bibili ako neto pero yung 256gig ..since i still have my iphone 17 promax paid in cash..,iPhone Duo - ANG TINDI NITO!,Hardware Voyage,120558,665,55,SKIPPED,SKIPPED,SKIPPED
zZNms7T1_QM,UgyaIAMv2TEbWY268514AaABAg,"We&#39;ll see how it turns out, seeing massive amounts of detail retained in comparison to the 17 Pro which suffers from pixel binning none sense. that was just one shot though, still excited to see the results because I wanted bigger Sensors man",0,2026-09-12T09:27:50Z,0,43,"we'll see how it turns out, seeing massive amounts of detail retained in comparison to the 17 pro which suffers from pixel binning none sense. that was just one shot though, still excited to see the results because i wanted bigger sensors man",I Know Why Apple Put An Aperture In The iPhone 18 Pro,Fstoppers,294747,6619,43,camera,positive,considering
Q7zlKBTHbuw,UgzEHJOl4Y2gz0iQzCR4AaABAg,i&#39;ll wait for the iphone 23 pro xxl,0,2026-09-09T20:12:20Z,1,8,i'll wait for the iphone 23 pro xxl,iPhone 18 Pro Max Vs 17 Pro Max - HANDS-ON Spec Review!!,Matt Talks Tech,166944,8641,8,upgrade,negative,not_buying
ut5LDt9jo2Q,Ugy-CoABRHmmSYjrUch4AaABAg,It&#39;s called DUO - because it has only TWO cameras,0,2026-09-10T18:05:39Z,0,10,it's called duo - because it has only two cameras,iPhone Duo: Does It Have What It Takes?,Mark's Tech,55682,689,10,camera,negative,unknown
sL6OWsT47zc,UgwqY7VIN99xdgdU80F4AaABAg,finally a wide unfolded phone that wont feel like a toy.,0,2026-09-11T07:11:06Z,0,11,finally a wide unfolded phone that wont feel like a toy.,"Apple just Copied Microsoft’s Worst Idea - iPhone Duo, Airpods 5, iPhone 18 Pro & More",Linus Tech Tips,3042811,43017,11,foldable_design,positive,unknown
pUO6K5uY8OI,Ugx1VwnqfJ-sQu-mJtp4AaABAg,Should sell both my kidneys for top model,1,2026-09-10T03:23:28Z,0,8,should sell both my kidneys for top model,iPhone 18 Pro & iPhone Duo India Prices Are Shocking!,Beebom,648313,7063,8,price,negative,considering
Ot5BEqazSVY,UgwldWfoqp-40FAJBa14AaABAg,It def worth it to get my toddler to look at the camera,1,2026-09-09T21:20:48Z,0,13,it def worth it to get my toddler to look at the camera,iPhone Duo First Look & Hands-on!,Booredatwork.com,725801,6557,13,camera,positive,considering
Apb-g4VH9A0,UgyhBxElTe65NP8gugd4AaABAg,So basically it’s iPhone 17 but with more shi on it LOL 😭,6,2026-09-09T20:27:39Z,2,13,so basically it’s iphone 17 but with more shi on it lol,iPhone 18 Pro Max Hands-on: Burgundy!,Booredatwork.com,201769,1116,12,upgrade,negative,not_buying
_oASntPom50,Ugzt844vgA4rcWwCX2d4AaABAg,Bring xiaomi 28 fold as it comes with the most powerful proccesor xiaomi Xring 03 please😭😭😭😭😭😭,2,2026-09-05T17:26:00Z,0,16,bring xiaomi 28 fold as it comes with the most powerful proccesor xiaomi xring 03 please,Apple iPhone 18 Series - Biggest Upgrades Ever 🤯,Next Univerz,898577,9545,16,SKIPPED,SKIPPED,SKIPPED
eei604kBYuk,UgzLssS_SD2WJsZ9SkZ4AaABAg,I laughed at “duo” and then it hit me,0,2026-09-11T19:26:36Z,0,9,i laughed at “duo” and then it hit me,iPhone Duo - First impressions 😍,iJustine,458662,8021,9,foldable_design,positive,unknown
cm2o03RaPZs,UgwweR0RA4Wgnx9DK1R4AaABAg,"I wouldn’t consider the extra $200 for this device to be a “Apple tax“ Apple was responsible for the development of metal the design in the software, but they also procure the parts from Samsung. Samsung on the other hand, not only saves money on manufacturing the screens and some parts themselves, but they also use an operating system that is provided to them for free, and just put a little bit of customization on it. That extra savings you get by using android kind of comes at the cost of you giving Google more of your information so that they can sell that to advertisers essentially. Android OS is free because you are the product, but iOS cost a bit more because they’re not selling your data.",0,2026-09-11T06:22:40Z,0,128,"i wouldn’t consider the extra $200 for this device to be a “apple tax“ apple was responsible for the development of metal the design in the software, but they also procure the parts from samsung. samsung on the other hand, not only saves money on manufacturing the screens and some parts themselves, but they also use an operating system that is provided to them for free, and just put a little bit of customization on it. that extra savings you get by using android kind of comes at the cost of you giving google more of your information so that they can sell that to advertisers essentially. android os is free because you are the product, but ios cost a bit more because they’re not selling your data.",iPhone Duo vs Z Fold 8 - Uh Oh....,Kevin The Tech Ninja,172822,1456,128,price,positive,unknown
VNzl-q0EGfg,Ugx1MW8RcotJGUhFKTV4AaABAg,This will undoubtedly be the most memorable hands on video from today I’ll see.,0,2026-09-10T07:00:52Z,0,14,this will undoubtedly be the most memorable hands on video from today i’ll see.,I Tested Apple's New FOLDABLE iPhone Duo,Joanna Stern,555070,10857,14,none / general,positive,unknown
LX0VdsBuNow,Ugyo3ZdI3ZrGfGoTbFV4AaABAg,Como algo tan simple como que ya pongan el cargador correcto de la caja sería un mejor avance que los pequeños saltos que dan con sus tecnologías ya obsoletas porque las ocupan mejor en otras marcas de Android😅,0,2026-09-10T13:02:50Z,0,38,como algo tan simple como que ya pongan el cargador correcto de la caja sería un mejor avance que los pequeños saltos que dan con sus tecnologías ya obsoletas porque las ocupan mejor en otras marcas de android,Mi Opinión del iPhone Duo,Domingo Gomes,504700,12735,38,SKIPPED,SKIPPED,SKIPPED
YQnZAZEZyW8,UgzCAE29ETTlx7imNg94AaABAg,The bigger iPad pro with 1TB of storage is the same price... what are we doing here,7,2026-09-09T21:19:05Z,4,17,the bigger ipad pro with 1tb of storage is the same price. what are we doing here,"iPhone Duo First Look: The $2,000 Foldable iPhone!",UrAvgConsumer,1386918,12372,17,price,negative,not_buying
9Eme-c6nqCs,Ugx0Zr9TtFhV19nmHVd4AaABAg,The best opinion coming from the best foldable user for so long.,42,2026-09-10T15:55:03Z,0,12,the best opinion coming from the best foldable user for so long.,iPhone Duo Hands-On: Apple Finally Joins The Fold!,MrMobile [Michael Fisher],457820,11043,12,none / general,positive,unknown
P6x5bFbdfao,Ugw6h2OEpbc3hadaAJl4AaABAg,As a Samsung Knight I comment Apple for making a foldable that gets the experience right. Well from first impressions it looks that way.  Everything kind of flows together. Android is no where near that polished. Especially Samsung who I&#39;ve been rocking with for years. The F8 is amazing but often times it feels like the front display and inner display are 2 completely different phones. And on the Duo they compliment each other and continuity seems to be better than on most foldables.,0,2026-09-11T16:59:42Z,0,84,as a samsung knight i comment apple for making a foldable that gets the experience right. well from first impressions it looks that way. everything kind of flows together. android is no where near that polished. especially samsung who i've been rocking with for years. the f8 is amazing but often times it feels like the front display and inner display are 2 completely different phones. and on the duo they compliment each other and continuity seems to be better than on most foldables.,Is the iPhone Duo Worth It?,Austin Evans,360620,9156,84,comparison_samsung,positive,considering
GZc6rUS1ecw,UgwDbBxnuFjlsBxY_v14AaABAg,"Thats why people respect you ranjit Sir, True openion, and you care about us",0,2026-09-13T11:20:02Z,0,14,"thats why people respect you ranjit sir, true openion, and you care about us",iPhone Duo (iPhone Fold) Pricing is Disgusting in India - RAW Thoughts,Geekyranjit,1011730,21711,14,SKIPPED,SKIPPED,SKIPPED
fBYusyB43z4,UgxTa4pZVyvWK3uZcmp4AaABAg,What if I’m on XR?  ok to buy Duo?  😅😅😅,0,2026-09-11T01:24:39Z,2,10,what if i’m on xr? ok to buy duo?,iPhone 18 Pro Max / iPhone Duo: DON'T WASTE YOUR MONEY!,Alex Gear & Tech,191934,3003,9,upgrade,neutral,considering
pUO6K5uY8OI,UgwL_mqXrlZrVHkgQhZ4AaABAg,I think it’s better to wait one more year for 19 series so that the jump is upgrades  looks more significant. I have the 17 pro 512 and it’s pretty damn good so far.,2,2026-09-10T01:01:09Z,3,34,i think it’s better to wait one more year for 19 series so that the jump is upgrades looks more significant. i have the 17 pro 512 and it’s pretty damn good so far.,iPhone 18 Pro & iPhone Duo India Prices Are Shocking!,Beebom,648313,7063,34,upgrade,neutral,not_buying
IuBeUaifH4U,Ugz2spwuCG0WMkeyzaF4AaABAg,Bro iPhone duo and samsung fold compare video chey bro,0,2026-09-10T08:27:23Z,0,10,bro iPhone Duo and Galaxy Z Fold 6 compare video chey bro,iPhone 18 Pro Max & iPhone Duo in Telugu | గుండెపోటు పక్క,Tharun Telugu Tech,52448,775,12,SKIPPED,SKIPPED,SKIPPED
IXQ_G6TDsf0,Ugxu6hY9TTDzrGO7wqx4AaABAg,"Why they haven&#39;t put a gentle slide/stretch/pull pad behind the crease surprises me. If Apple supposedly &quot;eliminated&quot; the crease, hooray for them... but they didn&#39;t. WIWTK is how come Samsung hasn&#39;t achieved this yet?",3,2026-09-13T15:47:41Z,0,34,"why they haven't put a gentle slide/stretch/pull pad behind the crease surprises me. if apple supposedly ""eliminated"" the crease, hooray for them. but they didn't. wiwtk is how come samsung hasn't achieved this yet?",iPhone Duo vs Galaxy Z Fold 8 - Samsung Has a Problem,TechTalkTV,21011,708,34,display,negative,unknown
C-UALUnR1rE,UgyIXRZkSh5-eug8P_l4AaABAg,Then wouldn&#39;t it be same for samsung ultra phone (slab 📱),0,2026-09-09T19:02:30Z,0,11,then wouldn't it be same for samsung ultra phone (slab ),iPhone Duo is here! APPLE WINS,TAC,393925,1358,11,comparison_samsung,neutral,unknown
SusdlmIWiyc,UgyrVh85z9McxceZCol4AaABAg,"The more videos I watch, the more I want to get the iPhone Duo.",3,2026-09-10T07:40:01Z,0,14,"the more videos i watch, the more i want to get the iPhone Duo.",iPhone Duo Hands-On! New Features + Camera Test,Katarina Mogus,195679,3902,14,none / general,positive,considering
9Eme-c6nqCs,UgzfA58XRP7ws9Lf1614AaABAg,Really interesting that they decided to go with the matte inner display.,0,2026-09-10T19:26:38Z,0,12,really interesting that they decided to go with the matte inner display.,iPhone Duo Hands-On: Apple Finally Joins The Fold!,MrMobile [Michael Fisher],457820,11043,12,display,neutral,unknown
oiu43QVvtV0,UgwarAPtQTDAZKA6PXR4AaABAg,Apple forgot one crucial group of people…<br><br>What about the lefties?,1,2026-09-10T02:02:00Z,0,10,apple forgot one crucial group of people… what about the lefties?,📱Hands on with Apple's new foldable iPhone Duo,Reuters,644466,4220,11,foldable_design,negative,unknown
2qNfOa5AuVU,UgygT22BEH1tU6oluq54AaABAg,"I&#39;m getting one for sure but I want to know how the battery performs. One thing I hate about my current foldable phone, the Z Fold 7, is the battery. I can&#39;t even use the phone all day unless I charge it for a few times throughout the day. If this phone can last longer all day without charging, it will be an icing on the cake!",0,2026-09-09T22:37:34Z,0,67,"i'm getting one for sure but i want to know how the battery performs. one thing i hate about my current foldable phone, the z fold 7, is the battery. i can't even use the phone all day unless i charge it for a few times throughout the day. if this phone can last longer all day without charging, it will be an icing on the cake!",I Tried the iPhone Duo... Is It Worth It?,Tom’s Guide,314367,3007,67,battery,neutral,buy
